place_name,place_id,place_rating,place_category,place_address,review_text,review_rating,review_date,reviewer_name,reviewer_photos,review_likes
Avisena Specialist Clinic Cyberjaya,ChIJNUYlbC-3zTERpQEJZU0GjO0,5.0,Specialist Clinic,"A-01-12, Avisena Specialist Clinic Cyberjaya, Tamarind Square, Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor",Congratulations on your opening! It was a nice event! All the staff are very friendly and welcoming. 😊,5,2 weeks ago,Nisa Hamdan,0,0
Avisena Specialist Clinic Cyberjaya,ChIJNUYlbC-3zTERpQEJZU0GjO0,5.0,Specialist Clinic,"A-01-12, Avisena Specialist Clinic Cyberjaya, Tamarind Square, Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor","Best place to bring your kids to see paed when they’re unwell. Dr kent is very gentle, explains everything clearly and staffs also friendly. Environment comfortable & kids friendly. Highly recommended 👍🏻",5,3 weeks ago,Najihah Razilah,0,0
Avisena Specialist Clinic Cyberjaya,ChIJNUYlbC-3zTERpQEJZU0GjO0,5.0,Specialist Clinic,"A-01-12, Avisena Specialist Clinic Cyberjaya, Tamarind Square, Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor",It was good experience at Avisena Specialist Clinic Cyberjaya. Dr Kent was very helpful explaining to us about our worries / concerns with regards to our child development etc.,5,3 weeks ago,Farhah Faris,0,0
Avisena Specialist Clinic Cyberjaya,ChIJNUYlbC-3zTERpQEJZU0GjO0,5.0,Specialist Clinic,"A-01-12, Avisena Specialist Clinic Cyberjaya, Tamarind Square, Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor","Really like dr kent here for paeds, he likes to know the history of patients properly and is very attentive. He also follows up with the patient the next day and even the next week to confirm if the cases are severe. The clinic is also clean and rarely has any other patients. Maybe could have a play corner for kids so they wouldnt want to play with the model hospital.",5,4 weeks ago,sofea harizal,0,0
Avisena Specialist Clinic Cyberjaya,ChIJNUYlbC-3zTERpQEJZU0GjO0,5.0,Specialist Clinic,"A-01-12, Avisena Specialist Clinic Cyberjaya, Tamarind Square, Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor","Clinic besar, bersih dan selesa. Nurse semua lembut je bila bercakap. Dr pun senyum je. 10/1000 ⭐️",5,5 months ago,Ainin Sofiya,0,0
Avisena Specialist Clinic Cyberjaya,ChIJNUYlbC-3zTERpQEJZU0GjO0,5.0,Specialist Clinic,"A-01-12, Avisena Specialist Clinic Cyberjaya, Tamarind Square, Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor",suasana yang sangat tenang.. doctor pun best ❤️🥰,5,5 months ago,Jannahtul Thahirah,0,0
Avisena Specialist Clinic Cyberjaya,ChIJNUYlbC-3zTERpQEJZU0GjO0,5.0,Specialist Clinic,"A-01-12, Avisena Specialist Clinic Cyberjaya, Tamarind Square, Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor",Perkhidmatan sangat baik dan staf sangat mesra serta membantu. Doktor memberi penerangan yang jelas dan layanan yang profesional. Klinik juga bersih dan selesa. Sangat berpuas hati dengan pengalaman di Cyber Klinik. Recommended 👍,5,Edited 2 weeks ago,siti work,0,0
Avisena Specialist Clinic Cyberjaya,ChIJNUYlbC-3zTERpQEJZU0GjO0,5.0,Specialist Clinic,"A-01-12, Avisena Specialist Clinic Cyberjaya, Tamarind Square, Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor",Alhamdulillah great experience at avisena specialist clinic cyberjaya. Love it🥰🥰🥰,5,2 weeks ago,Najwa Sha'lan,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","Came here this morning to get a 2nd opinion regarding my baby’s health. The doctor was very professional, reassuring and conducted a very thorough checks. Everything turned out to be normal which was a huge relief. The doctor explained everything in detail and answered all our questions patiently.

I also loved the inviting decor of the clinic which made the experience more comfortable. The staff was friendly and welcoming as well. I will definitely come back again. My only hope is that they become one of the panel clinics under my insurance company in the future.",5,5 months ago,Hanilism,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor",A great clinic to bring the children here. My first experience and it was very pleasant. Dr Shafaf and her staff was very professional and their level of patience is commendable. Clear explanation and very skilled in handling toddlers. Highly recommend. Glad to have them in our neighborhood.,5,5 months ago,C Sam,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","Fell in love with this clinic the moment we stepped inside. So convenient to have a child clinic in the area so we don’t have to drive out anymore. The clinic is so beautifully decorated and extremely clean. Plenty of books and toys to choose from while we wait to be called in. We were greeted by Dr Shafaf herself at the reception counter bcs she was short staffed today due to the flood. A very soft spoken and kind doctor towards me and my kids, we felt very comfortable and at ease with her. She addressed all my doubts and concerns patiently with explanations. It’s only our first time but my kids loved it here. This will be our new fav child clinic 😍",5,a year ago,Farhana Mustafa,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","Very good first time experience. Was looking for a paeds clinic nearby. Clean place, not crowded at all, no need to wait long, nurses and front desk very attentive and friendly to my child. Doctor was really good, very friendly. Take time to explain,  doesn't try to rush you off. Price also very reasonable for a specialist center. Highly recommended.",5,a year ago,Phang Jim Wu,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","First time visiting this paediatric clinic and I’m very impressed. The doctor is very knowledgeable and explained everything in detail. As a first-time parent, I felt reassured and confident with the advice given. Thank you for the great care!",5,3 months ago,Rachel Lian,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor",Dr.Syafa and the staffs are very nice and gentle with my son. Dr is very patient and attentive in explaining clearly about the condition and treatment recommended.  Price is affordable for specialist clinic. The clinic is  also clean and cantik. Lurve,5,8 months ago,una suhaimy,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","Really the best doctor for my child, very caring, patient, and explain very detail. The most I appreciate is the follow up session by Dr Shafaf, as parents normally we will get panic easily, but Dr Shafaf will advise us accordingly and stay calm and guide step by step! The clinic environment also clean, and I notice the clinic is sanitized 24/7 with a machine too.
Clean environment as well.",5,6 months ago,Quinn Tan,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","I had a very good experience with this clinic. The environment was welcoming and child-friendly, and the staff were approachable and professional. The doctors took time to explain each case clearly and involved parents in the discussion. Overall, the clinic runs efficiently and provides excellent patient care. Will repeat!",5,7 months ago,Balqis Atiqah,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","On my visit to Kindercare’s clinic, I relied on Google reviews and was pleasantly surprised. My son, suffering rashes from fever and also having chesty cough, received prompt results indicating just normal virus attack after recovering. Despite her distress, Dr. Shafaf's patience shone through as she engaged him with a lot of toys, radiating positive energy. Her reassuring demeanour has solidified my decision to make her clinic my preferred choice for my baby's healthcare. Clinic is very clean and cozy with full of toys. The nurses were also very positive and friendly entertain my baby. ❤️🙏 Thank you Dr Shafaf and team.",5,2 years ago,Hanim Rosli,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","The Dr & staff was very good , good okey! Like amazing sangat. Friendly , hygienic & very professional Dr & staff. Paling best clinic well maintained & cantik sangat, jadi kids tak rasa takut or awkward pergi clinics 😆 Dr sangat teliti  , very detailed in explanation! Came all the way from Sepang, totally worth it! The most important they operate the clinic during office hour and after office hours.",5,a year ago,Aiman Khadija,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor",The best Pediatrics Clinic in town! Dr. Shafaf is so patience and details in explaining to parents on their child's conditions and the medicines details! My no.1 choice of pediatric clinic when my child fall sick.,5,6 months ago,Lyn Chai,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor",Staffs are friendly and doctor provided us with good consultation. We are happy that our newborn are getting the right treatment & care. Highly recommend to parents who seek for assurance for a quality treatment.,5,7 months ago,Alwi Imran,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","Anyone cari child specialist clinic, please come here. Super friendly doctor and staff. Very nice environment. Only 15 minutes from Cyberjaya. So far we had great experience here. Recommended!👍🏻",5,2 years ago,Intan Izzani Aziz,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","Can't express how thankful I am for my neighborhood child specialist clinic! My 2-year-old son had been dealing with the flu for weeks, so I decided to take him in for a check-up. From the moment we walked through the door, we were greeted with such warmth and kindness. Dr Shafaf listened to our concerns and hooked us up with some effective meds. My son loved the play area so much, he didn't want to leave! Seeing him perk up after their care was such a relief. If you're looking for a clinic that's not only welcoming but also knows how to handle kiddos, this place is it!",5,2 years ago,Maisarah Zainal,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","This is probably my fifth visit with Dr. Shafaf for my son. Each time my son has a fever, she usually prefers to let his immune system fight it off after carefully checking his condition. However, during our last visit (which is yesterday), she decided to start antibiotics at an early stage. I didn’t quite understand at first and asked her about it — she patiently explained, and although I still couldn’t fully grasp the medical reasoning, I chose to trust her judgment.

On the night after seeing Doctor Shafaf, there was once my son’s fever spiked to 40°C. It really showed me how accurate Dr. Shafaf’s professional observation was — this infection was something his immune system couldn’t handle alone.

As a Chinese family, it’s rare for us to consult a Muslim doctor, not out of prejudice, but simply because we usually look for someone who speaks our language. After few visits, I’ve started to see Dr. Shafaf as my son’s family doctor. She is beautiful, humble, soft-spoken, caring, and speaks fluent English, which makes communication very easy. Her nurses are also friendly and kind. Clinic is on auto sanitation 24 hours. Charges, reasonable. Services, excellent.

I feel very fortunate to have found Dr. Shafaf, and I’m truly impressed by her professionalism and compassion. Thanks Dr Shafaf and team!",5,8 months ago,Crystal Tan,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","My son's first time to this clinic.

Dr. Syafa attended to my son and explained the details an possible causes of his problem.

Price is reasonable and service is good.",4,6 months ago,Justin Liew,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","Went to the clinic for flu vaccine shots for my 3 and 5 yr old daughters. Dr. Shafaf and her staff were super nice and friendly. In fact, she shared information about the suitable vaccine for my kids. The clinic environment was cozy, with a nice design and kids' toys. Truly recommended for those looking for a family pediatric clinic for kids.",5,2 years ago,Zulaikha Harith,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor",First time visiting and Doctor/nurses are very friendly and helpful. The environment is really clean and  nice for kids to be at with a little play area too. Please keep up the good service ! :),5,a year ago,Vivien Yen,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","doctor is very detail, cute environment for children..Doctor knows how to calm the baby during treatment ❤️ Nurses are friendly as well. Not to forget, toilet is very clean. lovess",5,a year ago,Nor Izzati Mat sapar,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","This is my first time here. Just love the way we was greeted and welcomed by front counter staff. The environment is so beautiful. My toddler love the toys there. At first my daughter was afraid of Dr n nurse but the way Dr n nurse made her feel comfortable, made me feel so touched. This clinic will be my forever go to clinic after this. Dr explained everything so well n cleared all my worries. She also asked medicine which have n prescribed whichever is needed only. Charges here is very reasonable. Thank you.",5,a year ago,Manthagini Letchumanan,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor",Had a great experience. Very satisfied with the service. Dr Shafaf and the staff were very helpful and friendly. Would definitely come back again 😊,5,5 months ago,Athirah Wan Ibrahim,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","It was our first visit, and what an amazing experience.
The doctor was incredibly attentive and caring, which meant the world to us—especially when your child isn’t feeling well. It was truly heartwarming and reassuring. Thank you!",5,9 months ago,Karen Vincent,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","Dr Shafaf is super friendly, patient and knowledgeable. She’s also very easy to talk to. She always manages to reassure us of our questions. So far I don’t know of any paed who is a lactation consultant too. She explained my situation clearly to me and even cared for my mental health as breastfeeding is not an easy journey. Her staff are also great with my baby. Plus points for a very clean clinic, and it’s sterilised 24/7 with medklinn. Makes me feel so much more at ease, confident and safer going here too knowing that she has made the extra effort of making it a safe place for her patients. Lastly, I love it how it’s super convenient booking an appointment through WhatsApp and they’re responsive to any questions I have. Thank you Dr Shafaf and team, appreciate you guys very much.",5,a year ago,Lydia Phuah,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor",Amazing services by the nurses and Dr Shafaf. I'm so glad we finally have a paediatrician clinic in Putra Heights now. Totally recommended 👍🏻👍🏻👍🏻,5,11 months ago,Ming Yang Lim,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","Good experience, Dr Shafaf was very attentive, gentle and engaging with my kid. Diagnosis clear and she gave good options and alternatives in treating my kid’s sinus issues. Clinic was clean and well sanitised with med-klinn products. Good experience overall and will return to support in future.",5,10 months ago,Selena Chow,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","First time visit this clinic. Doctor and nurses are friendly. Doctor patiently checked on my son, asked a lot of questions to reconfirm. Charges are reasonable. Service is superb. First time bringing my son to see a Muslim doctor, and I have decided to choose her to be my son’s preferred doctor for future treatment.",5,a year ago,Crystal Tan,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","My baby was born premature and that has made my anxiety levels so high but Dr Shafaf has been so kind to us. From the moment we stepped in, the front counter staff are so friendly and kind followed by thorough examination and detailed explanation by Dr Shafaf on my son’s health. She takes time to listen to our concerns with lots of reassurance. We got his vaccination done here and will continue to do so in the near future. Definitely our go to friendly neighborhood pediatrician. Also the clinic is clean, vibrant and regularly sanitized.",5,a year ago,Manpreet Kaur,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","I had a very good experience for a first time comer at this clinic. The staff are very attentive, the clinic environment is clean, cheerful and of course kids-friendly, and the utmost credit is to be given to the attending doctor; Dr Shafaf 😊🙏🏻thank you so much Dr Shafaf for your care and explanation.  Jarang2 dapat jumpa klinik pakar kanak2 yg service bagus dan affordable. Moga klinik kindercare terus maju jaya insyaAllah aamiin2 yra 😊🤲🏻",5,a year ago,Dr Fatin Yusof,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor",Location perfect for us as its in our neighborhood. The clinic is bright and clean. The reception staff is friendly and welcoming. Waiting time is short as we came very early in the morning to avoid crowd. The female doctor is pleasant and gives clear explanation and informations on our kid condition. All in all it was a great first experience at the clinic. Keep it up!,5,a year ago,Yantie Othman,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","Super friendly and knowledgeable Dr, the clinic is designed to be child friendly with lots of toys and for the first time my son didn’t cry a single bit for his jap.",5,2 years ago,Divya kumaran Sivaretnam,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor",First experience coming here as my 2 months old having cough and flu. Dr and nurse are very kind and helpful. Dr answers everything of a mother's concern. Nurses also very helpful and using toys to distract my baby during dr inspection. I will definitely come here again for anything related to my kid. Very recommended to all mom and dad nearby to go here!,5,a year ago,Farah Liyana,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","This has been my go to Clinic for my baby’s vaccination and anything related to my kid’s health. Always love coming here, top notch facilities, clean and comfortable waiting area. So many toys and books that can keep the little ones entertained while waiting for their turns. Also kudos to DR Shafaf for the follow ups after the visit. Small gestures like that brings warmth and comfort as i know that she really cares and concerns about her patients.",5,a year ago,Diha Khalil,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor",1st time visit to our neighborhood child specialist with extremely good experience with Dr and Nurse who is really friendly and helpful. All the consultation charges is listed and well explained. Superb kudos to clinic's hygiene with air borne sterilization environment really make me feel good. Kudos to the team!! Keep it up,5,a year ago,Chee Wei Ong,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","Highly recommended.. Doctor & the staffs are very friendly and helpful till the kids feels safe & comfortable. Brought my daughter there for twice. Even the Doctor has msg me and asked about my daughter health after 2days of took medicines. Thanks, Doctor & Staffs. ❤",5,a year ago,Sara Param,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor",had an amazing experience consulting with the doctor. nice surroundings and friendly staff. the doctor also gives a detailed explanation to us as parents. good job!,5,10 months ago,Nur Ameera Zulhadi,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor",Dr. Shafar is detailed and very patient with my kids. She took the time to thoroughly explain their condition and the necessary preventive measures. I'm also grateful that their clinic was open on the 2nd day of CNY!,5,a year ago,PY SIN,0,0
KinderCare Child Specialist Clinic / Klinik Pakar Kanak-kanak,ChIJ6YZkQwCzzTERTOPhUAje2Lc,5.0,Pediatrician,"6-0, Jalan Putra Mahkota 7/7a, Putra Heights, 47650 Subang Jaya, Selangor","Excellent service. The clinic was very clean and conducive. Dr. Shafaf was very gentle, patient and detailed. Took time to listen and understand our concerns. The nurses were also very friendly - helped to take care of my son while we spoke with Dr. Shafaf. Happy to found wonderful paeds near home.",5,2 years ago,xian mei leong,0,0
